"lang"
{
	"Language"	"schinese"
		"DOTA_Tooltip_ability_ability_thdots_lily01_lua_spell_cost" 		"消耗魔法/生命："
		"DOTA_Tooltip_ability_ability_thdots_lily01_lua_healanddamage" 		"治疗/伤害："

		"DOTA_Tooltip_ability_ability_thdots_lily02"	 		 			"春度「春度满载/春度回收」"																												
		"DOTA_Tooltip_ability_ability_thdots_lily02_Description"  			"指定一个普通友军单位\n【白】将该单位生命值回满，让附近所有发军得到激励大幅提升攻击力\n【黑】完全吸取该单位的生命，让附近所有故方受到惊吓大幅降低攻击力\n持续8秒\n作用范围：%radius% "		
		"DOTA_Tooltip_ability_ability_thdots_lily02_spell_cost" 			"消耗魔法/生命："
		"DOTA_Tooltip_ability_ability_thdots_lily02_buffatk"  		  		"提升/降低攻击力："
			
		"DOTA_Tooltip_ability_ability_thdots_lily03" 		 		 		"「百合之湖/酱薇之海」"																												
		"DOTA_Tooltip_ability_ability_thdots_lily03_Description"   			"在地上画下一个湖或海\n【白】每秒回复附近友方单位生命值,若任何友军在湖中存在3秒以上,可以免疫魔法和纯粹伤害\n【黑】每秒对附近敌方单位造成伤害,若任何敌军在海中存在3秒,会被眩晕\n智力加成：%statscale% \n 持续时间：%duration% \n 眩晕时间：%immune_duration% + 技能剩余时间"	
		"DOTA_Tooltip_ability_ability_thdots_lily03_spell_cost" 			"消耗魔法/生命："
		"DOTA_Tooltip_ability_ability_thdots_lily03_healanddamage" 			"治疗/伤害："			
			
		"DOTA_Tooltip_ability_ability_thdots_lily04"	 		 			"「白色的春天/黑色的春天」"																												
		"DOTA_Tooltip_ability_ability_thdots_lily04_Description" 			"指定一个区域\n【白】每秒回复该区域所有友军生命值，并减少受到的伤害\n【黑】每秒对该区域所有敌军造成法术伤害，并增加受到的伤害\n持续时间：7\n增加/减少伤害：%bonus_reduction%%%\n智力加成：%statscale% \n施法范围：全地图"		
		"DOTA_Tooltip_ability_ability_thdots_lily04_spell_cost" 			"消耗魔法/生命："
		"DOTA_Tooltip_ability_ability_thdots_lily04_healanddamage" 			"治疗/伤害："	
			
		"DOTA_Tooltip_ability_special_bonus_unique_lily_1" 		 			"+50% 技能治疗量"	
			
		"DOTA_Tooltip_ability_special_bonus_unique_lily_2" 		 			"-30秒 「白色的春天/黑色的春天」冷却"	

		"DOTA_Tooltip_modifier_lily_black"									"莉莉黑"
		"DOTA_Tooltip_modifier_lily_black_Description"						"消耗生命值释放技能"		
		"DOTA_Tooltip_modifier_ability_thdots_lily01_lua_buff"									"「春之奏鸣」"
		"DOTA_Tooltip_modifier_ability_thdots_lily01_lua_buff_Description"						"每秒恢复生命值"		
		"DOTA_Tooltip_modifier_ability_thdots_lily01_lua_debuff"								"「春之咆哮」"
		"DOTA_Tooltip_modifier_ability_thdots_lily01_lua_debuff_Description"					"每秒受到法术伤害"		
		"DOTA_Tooltip_modifier_lily02buff_attack"								"「春度满载」"
		"DOTA_Tooltip_modifier_lily02buff_attack_Description"					"提升攻击力"
		"DOTA_Tooltip_modifier_lily02debuff_penalty"								"「春度回收」"
		"DOTA_Tooltip_modifier_lily02debuff_penalty_Description"					"降低攻击力"
		"DOTA_Tooltip_modifier_lily_white03_area_buff"								"「百合之湖」"
		"DOTA_Tooltip_modifier_lily_white03_area_buff_Description"					"每秒回复生命值"
		"DOTA_Tooltip_modifier_lily_white03_immunity"								"「百合之湖」"
		"DOTA_Tooltip_modifier_lily_white03_immunity_Description"					"免疫魔法和纯粹伤害"	
		"DOTA_Tooltip_modifier_lily_black03_area_debuff"								"「酱薇之海」"
		"DOTA_Tooltip_modifier_lily_black03_area_debuff_Description"					"每秒受到法术伤害"	
		"DOTA_Tooltip_modifier_lily_black03_stun"								"「酱薇之海」"
		"DOTA_Tooltip_modifier_lily_black03_stun_Description"					"被眩晕"	
		"DOTA_Tooltip_modifier_lily_white04_area_buff"								"「白色的春天」"
		"DOTA_Tooltip_modifier_lily_white04_area_buff_Description"					"每秒回复生命值，并减少受到的伤害"	
		"DOTA_Tooltip_modifier_lily_black04_area_debuff"								"「黑色的春天」"
		"DOTA_Tooltip_modifier_lily_black04_area_debuff_Description"					"每秒受到法术伤害，并增加受到的伤害"

		//2020/03/06 玩偶魔女艾露迪
		// --------------------
		// 红美铃
		// --------------------
		"npc_dota_hero_dragon_knight"	"红美铃"
		"DOTA_Tooltip_ability_ability_thdots_meirinex"	"气符「猛虎内劲」"
		"DOTA_Tooltip_ability_ability_thdots_meirinex_Description"	"红美玲每5s会增加一道真气内劲，主动施放技能后，可以使攻击附带内劲伤害，内劲继承30%%的攻击力，无视防御。"
		"DOTA_Tooltip_ability_ability_thdots_meirinex_stack_count"	"内劲上限："
	
		"DOTA_Tooltip_ability_ability_thdots_meirin01"	"气符「地龙天龙脚」"
		"DOTA_Tooltip_ability_ability_thdots_meirin01_Description"	"瞬间向目标飞踢过去，把路径上的所有目标踢飞。并造成伤害。"
		"DOTA_Tooltip_ability_ability_thdots_meirin01_skewer_damage"	"造成伤害："
		
		
		"DOTA_Tooltip_ability_ability_thdots_meirin02"	"彩符「彩光风铃」"
		"DOTA_Tooltip_ability_ability_thdots_meirin02_Description"	"驱使真龙气息保护自身，期间持续驱散异常状态，并且获得30%%减伤。"
		"DOTA_Tooltip_ability_ability_thdots_meirin02_buff_duration"	"持续时间："
		
		"DOTA_Tooltip_ability_ability_thdots_meirin03"	"彩华「虹色太极拳」"
		"DOTA_Tooltip_ability_ability_thdots_meirin03_Description"	"红美玲受到任何伤害均有概率格挡一定数值，并依据身体本能向周围单位作出反击。"
		"DOTA_Tooltip_ability_ability_thdots_meirin03_chance"	"格挡概率："
		"DOTA_Tooltip_ability_ability_thdots_meirin03_block_damage"	"格挡伤害："
		"DOTA_Tooltip_ability_ability_thdots_meirin03_cooldown"	"反击冷却时间："
		"DOTA_Tooltip_ability_ability_thdots_meirin03_damage"	"反击伤害："
		"DOTA_Tooltip_ability_ability_thdots_meirin03_radius"	"反击范围："
		"DOTA_Tooltip_ability_ability_thdots_meirin04_fix"	"三华「崩山彩极炮」"
		"DOTA_Tooltip_ability_ability_thdots_meirin04_fix_Description"	"人神合一，运转全身气劲打出致命的三击，期间无法做其他动作，并且驱散异常状态。\n第一击：袭其要害，使目标减缓%slow_attack_speed%攻击速度和%slow_movement_speed%移动速度，持续%slow_duration%秒。伤害：%damage01%\n第二击：伤其筋骨，使目标失去行动能力%root_duration%。伤害：%damage02%\n第三击：撼击大地，震飞并击晕周围的所有单位%stun_duration%秒。伤害%damage03%"
		"DOTA_Tooltip_modifier_ability_thdots_meirin04_attack01"	"「崩山彩极炮」第一击"
		"DOTA_Tooltip_modifier_ability_thdots_meirin04_attack01_Description"	"减少攻速和移速"
		"DOTA_Tooltip_modifier_ability_thdots_meirin04_attack02"	"「崩山彩极炮」第二击"
		"DOTA_Tooltip_modifier_ability_thdots_meirin04_attack02_Description"	"定身"
		"DOTA_Tooltip_modifier_ability_thdots_meirin04_attack03"	"「崩山彩极炮」第三击"
		"DOTA_Tooltip_modifier_ability_thdots_meirin04_attack03_Description"	"无法动弹"
		"DOTA_Tooltip_modifier_ability_thdots_meirin04_attack03"	"「崩山彩极炮」第三击"
		"DOTA_Tooltip_modifier_thdots_meirin04_slow"   "伤筋动骨"
		"DOTA_Tooltip_modifier_meirinex"	"内劲释放"
		"DOTA_Tooltip_modifier_thdots_meirinex_attack"	"猛虎内劲"
		"DOTA_Tooltip_modifier_thdots_meirin01_buff"   "疾风加护"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight" 	"+{s:value} 反击伤害"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_2" "+{s:value} 格挡伤害"
		"DOTA_Tooltip_ability_special_bonus_unique_meirin_1" "「猛虎内劲」继承100%攻击力"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_4" "+30% 「彩光风铃」减伤"

		//2020.03.26 发电车车人
		"npc_dota_hero_night_stalker"	"米斯蒂娅·萝蕾拉"
		"DOTA_Tooltip_ability_ability_thdots_mystia01"	"声符「枭的夜鸣声」"
		"DOTA_Tooltip_ability_ability_thdots_mystia01_Description"	"对周围的敌人造成%damage%点魔法伤害，附加沉默%duration%秒。\n敏捷加成1.5"
		"DOTA_Tooltip_ability_ability_thdots_mystia01_Note0"	"伤害附加1.5倍敏捷加成。"
		"DOTA_Tooltip_ability_ability_thdots_mystia01_damage"	"伤害："
		"DOTA_Tooltip_ability_ability_thdots_mystia01_duration"	"沉默持续时间："
		"DOTA_Tooltip_ability_ability_thdots_mystia01_range"	"范围："
		"DOTA_Tooltip_ability_ability_thdots_mystia01_movespeed_slow"	"%白天减速："
		"DOTA_Tooltip_ability_ability_thdots_mystia01_movespeed_slow_night"	"%夜晚减速："
		"DOTA_Tooltip_modifier_mystia01"	"「枭的夜鸣声」"
		"DOTA_Tooltip_modifier_mystia01_Description"	"无法使用技能并减速。"

		"DOTA_Tooltip_ability_ability_thdots_mystia02"	"鸟符「神秘之歌」"
		"DOTA_Tooltip_ability_ability_thdots_mystia02_Description"	"提升自己与周围单位点攻击速度与的移动速度。\n夜晚自己获得双倍攻击速度与移动速度"
		"DOTA_Tooltip_ability_ability_thdots_mystia02_movespeedup"	"移速提升："
		"DOTA_Tooltip_ability_ability_thdots_mystia02_attackspeedup"	"攻速提升："
		"DOTA_Tooltip_ability_ability_thdots_mystia02_range"	"范围："
		"DOTA_Tooltip_ability_ability_thdots_mystia02_duration"	"持续时间："
		// "DOTA_Tooltip_ability_ability_thdots_mystia02_armorup"	"护甲提升(天赋)："
		// "DOTA_Tooltip_ability_ability_thdots_mystia02_magicalup"	"魔抗提升(天赋)："
		"DOTA_Tooltip_modifier_mystia02"	"鸟符「神秘之歌」"
		"DOTA_Tooltip_modifier_mystia02_Description"	"提升攻击速度与移动速度。"
		"DOTA_Tooltip_modifier_mystia02_1"	"「神秘之歌」天赋光环"
		"DOTA_Tooltip_modifier_mystia02_2"	"「神秘之歌」_魔抗"
		"DOTA_Tooltip_modifier_mystia02_1_Description"	"护甲魔抗提高。"
		"DOTA_Tooltip_modifier_mystia02_2_Description"	"魔抗提高。"
		"DOTA_Tooltip_modifier_mystia02_area"	"「神秘之歌」光环"
		"DOTA_Tooltip_modifier_mystia02_area_Description"	"周围单位移动速度与攻击速度提高。"
		"DOTA_Tooltip_modifier_mystia02_area_1"	"「神秘之歌」天赋光环"
		"DOTA_Tooltip_modifier_mystia02_area_1_Description"	"周围单位护甲魔抗提高。"
		"DOTA_Tooltip_modifier_mystia02_area_2"	"「神秘之歌」魔抗光环"
		"DOTA_Tooltip_modifier_mystia02_area_2_Description"	"周围单位魔抗提高。"

		"DOTA_Tooltip_ability_ability_thdots_mystia03"	"声符「领唱者」"
		"DOTA_Tooltip_ability_ability_thdots_mystia03_Description"	"被动：提升米斯蒂娅%magic_resistence%点魔法抗性。\n\n当米斯蒂娅或周围%radius%范围内有友方少女释放技能时，有%chance%%的概率回复%restoredmana%点魔法。"
		"DOTA_Tooltip_ability_ability_thdots_mystia03_magic_resistence"	"魔法抗性提升："
		"DOTA_Tooltip_ability_ability_thdots_mystia03_radius"	"范围："
		"DOTA_Tooltip_ability_ability_thdots_mystia03_chance"	"概率："
		"DOTA_Tooltip_ability_ability_thdots_mystia03_restoredmana"	"回复魔法值："
		"DOTA_Tooltip_modifier_mystia03_resistence"	"「领唱者」"
		"DOTA_Tooltip_modifier_mystia03_resistence_Description"	"提升魔抗。"
		"DOTA_Tooltip_modifier_mystia03_mana_effect"	"声符「领唱者」"
		"DOTA_Tooltip_modifier_mystia03_mana_effect_Description"	"使用技能时有35%的概率回复魔法。"
		"DOTA_Tooltip_modifier_ability_thdots_mystia02_aura"	"「神秘之歌」"
		"DOTA_Tooltip_modifier_ability_thdots_mystia02_aura_Description"	"升攻击速度与移动速度"

		"DOTA_Tooltip_ability_ability_thdots_mystia04"	"夜盲「夜雀之歌」"
		"DOTA_Tooltip_ability_ability_thdots_mystia04_Description"	"对周围%range%范围内的非建筑类敌方单位造成%damage%点伤害。\n同时降低他们%movespeeddown%%的移动速度与%attackspeeddown%点攻击速度。并附加夜盲效果：\n\n对于英雄：遮挡屏幕\n如果是白天，降低他们%dayvision%点视野。\n如果是夜晚，降低他们%nightvision%点视野。\n\n对于小兵与防御塔：\n完全丧失视野，并且无法攻击。\n\n持续%duration%秒。"
		"DOTA_Tooltip_ability_ability_thdots_mystia04_Note0"	"减速与减攻速效果可被驱散，但夜盲效果无法驱散。"
		"DOTA_Tooltip_ability_ability_thdots_mystia04_Note1"	"夜盲时若遭受攻击，会得到以自己为中心的一小部分视野"
		"DOTA_Tooltip_ability_ability_thdots_mystia04_damage"	"伤害："
		"DOTA_Tooltip_ability_ability_thdots_mystia04_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_mystia04_range"	"范围："
		"DOTA_Tooltip_ability_ability_thdots_mystia04_dayvision"	"降低白天视野："
		"DOTA_Tooltip_ability_ability_thdots_mystia04_nightvision"	"降低夜晚视野："
		"DOTA_Tooltip_ability_ability_thdots_mystia04_movespeeddown"	"移动速度降低："
		"DOTA_Tooltip_ability_ability_thdots_mystia04_attackspeeddown"	"攻击速度降低："
		"DOTA_Tooltip_modifier_mystia04_1"	"夜雀之歌"
		"DOTA_Tooltip_modifier_mystia04_1_Description"	"你的攻速与移速降低了！"
		"DOTA_Tooltip_modifier_mystia04_tohero"	"夜盲"
		"DOTA_Tooltip_modifier_mystia04_tohero_Description"	"失去视野。"
		"DOTA_Tooltip_modifier_mystia04_toother"	"夜盲"
		"DOTA_Tooltip_modifier_mystia04_toother_Description"	"无法攻击，失去视野。"

		"DOTA_Tooltip_ability_ability_thdots_mystiaex"	"「弱肉强食」"
		"DOTA_Tooltip_ability_ability_thdots_mystiaex_Description"	"被动：\n当米斯蒂娅攻击等级比自己低的少女时，会附加额外的魔法伤害。\n被等级比自己高的少女攻击时，会被追加额外的魔法伤害\n伤害计算公式：%base% + (二者等级差 + 米斯蒂娅等级) * %rate%\n\n主动：飞行4秒，获得空中视野。"
		// "DOTA_Tooltip_ability_ability_thdots_mystiaex_base"	"基础附加伤害："
		// "DOTA_Tooltip_ability_ability_thdots_mystiaex_rate"	"额外附加伤害比率："		
        "DOTA_Tooltip_modifier_mystiaEx_fly"	"飞行"
		"DOTA_Tooltip_modifier_mystiaEx_fly_Description"	"小夜雀起飞了。"
		"DOTA_Tooltip_modifier_mystiaEx"	"「弱肉强食」"
		"DOTA_Tooltip_modifier_mystiaEx_Description"	"根据等级差来增加魔法伤害。"
		"DOTA_Tooltip_ability_ability_thdots_mystiaex_Note0"	"夜雀在白天的视野要比其他少女低，但在晚上的视野要比其他少女高。"

		"DOTA_Tooltip_ability_special_bonus_unique_night_stalker"	"双倍「弱肉强食」伤害"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_5"	"「弱肉强食」+11秒飞行时间"
		"DOTA_Tooltip_ability_special_bonus_unique_mystia_1"	"「枭的夜鸣声」+3秒沉默"
		"DOTA_Tooltip_ability_special_bonus_unique_mystia_2"	"「神秘之歌」+500范围"



		//2020.03.26 by好汉
		"npc_dota_hero_earth_spirit"	"梅露兰·普莉兹姆利巴"
		"DOTA_Tooltip_modifier_merlin01_enemy_datadriven"	"冥管「灵之克里福德」"
		"DOTA_Tooltip_modifier_merlin01_enemy_datadriven_Description"	"受到梅露兰狂躁音律的影响，很气。"
		"DOTA_Tooltip_modifier_merlin02_datadriven"	""
		"DOTA_Tooltip_modifier_merlin02_datadriven_Description"	""
		"DOTA_Tooltip_modifier_merlin02_buff"	"小号「令人变强的军乐」"
		"DOTA_Tooltip_modifier_merlin02_buff_Description"	"梅露兰改进了自己的乐谱，该单位的<font color=\"#5cb85c\">护甲和魔抗</font>增加，获得<font color=\"#5cb85c\">额外移动速度和攻击力</font>。"
		"DOTA_Tooltip_modifier_merlin04_enemy"	"管灵「激昂小号曲-第一乐章」"
		"DOTA_Tooltip_modifier_merlin04_enemy_Description"	"处于梅露兰激昂演奏的影响下。"
		"DOTA_Tooltip_OnMerlin04TakeDamage"	"管灵「激昂小号曲-第一乐章」"
		"DOTA_Tooltip_OnMerlin04TakeDamage_Description"	"梅露兰正在进行激昂演奏。"
		"DOTA_Tooltip_ability_ability_thdots_Merlin04"	"管灵「激昂小号曲-第一乐章」"
		"DOTA_Tooltip_ability_ability_thdots_Merlin04_Description"	"指定一个敌方少女，强制其接受梅露兰的音乐演奏。演奏持续时间内，一旦梅露兰受到来自敌方少女的伤害时，皆会转化额外伤害至目标单位。&nbsp;\n施展距离：800&nbsp;\n受到的伤害的&nbsp;<font color=\"#d9534f\">120%%&nbsp;</font>/&nbsp;<font color=\"#d9534f\">150%%&nbsp;</font>/&nbsp;<font color=\"#d9534f\">180%%&nbsp;</font>转换为法术伤害伤害目标少女。&nbsp;\n持续时间 6 / 7 / 8 秒。"
		"DOTA_Tooltip_ability_ability_thdots_Merlin01"	"冥管「灵之克里福德」"
		"DOTA_Tooltip_ability_ability_thdots_Merlin01_Description"	"对目标施加令人狂躁的音律，强制她向梅露兰攻击。\n若目标为普通单位，则还会附加500伤害，回复70点法力。&nbsp;\n\n<font color=\"#337ab7\">法术伤害</font>：120[+<font color=\"#5bc0de\">智力</font> x 1.5]\n"
		"DOTA_Tooltip_ability_ability_thdots_Merlin02"	"小号「令人变强的军乐」"
		"DOTA_Tooltip_ability_ability_thdots_Merlin02_Description"	"指定一个任意目标单位，梅露兰奏出急躁的乐章。&nbsp;<span style=\"line-height: 1.42857143;\">使目标得到加强的攻击力及移动速度，\n但会降低护甲和魔抗。持续8秒。&nbsp;&nbsp;</span>\n\n<span style=\"line-height: 1.42857143;\"><font color=\"#337ab7\">施展范围</font>：500</span>\n<span style=\"line-height: 1.42857143;\"><font color=\"#337ab7\">增加攻击力</font>：<font color=\"#5cb85c\">15 / 30 / 45 / 60</font></span>\n<font color=\"#337ab7\">增加移速</font>：<font color=\"#5cb85c\">24%%</font>\n<font color=\"#337ab7\">减少护甲和魔抗</font>：<font color=\"#d9534f\">4 / 6 / 8 / 10</font>"
		"DOTA_Tooltip_ability_ability_thdots_Merlin01_sneer_time"	"嘲讽时间"
		"DOTA_Tooltip_ability_ability_thdots_Merlin03"	"小号「狂躁的幻想乐章」"
		"DOTA_Tooltip_ability_ability_thdots_Merlin03_Description"	"以熟练的演奏技巧，不断奏出震撼人心的乐章。增加附近范围单位的生命值回复。\n生命值比率越低时，梅露兰愈狂躁，回复量升高。&nbsp;\n<font color=\"#337ab7\">影响范围</font>：600&nbsp;\n每<span style=\"line-height: 1.42857143;\"><font color=\"#d9534f\">损失</font>生命值</span><span style=\"line-height: 1.42857143;\">&nbsp;<font color=\"#d9534f\">22%%</font> / <font color=\"#d9534f\">18%%</font> / <font color=\"#d9534f\">14%%</font> / <font color=\"#d9534f\">10%%</font> &nbsp;<font color=\"#5cb85c\">+%hp_regen%</font>生命值回复</span>"
		"DOTA_Tooltip_modifier_merlin03_buff"	"「狂躁的幻想乐章」生命值回复"
		"DOTA_Tooltip_modifier_merlin03_buff_Description"	"这个单位正处于梅露兰的振奋演奏下，<font color=\"#5cb85c\">生命值</font>回复速度提高了。"
		"DOTA_Tooltip_modifier_MerlinEx_HealthBonus"	"「小号独奏」"
		"DOTA_Tooltip_modifier_MerlinEx_HealthBonus_Description"	"增加<font color=\"#5cb85c\">层数*2</font>的额外生命值"
		"DOTA_Tooltip_modifier_MerlinEx_AttackBonus"	"「棱镜协奏曲」"
		"DOTA_Tooltip_modifier_MerlinEx_AttackBonus_Description"	"每第4次攻击附带<font color=\"#d9534f\">最大生命值x%health_percent_bonus%%%</font>的法术伤害。"
		"DOTA_Tooltip_ability_ability_thdots_MerlinEx"	"独葬「棱镜协奏曲-小号独奏」"
		"DOTA_Tooltip_ability_ability_thdots_MerlinEx_Description"	"每击杀一个单位，生命上限增加<font color=\"#5cb85c\">4</font>点。<span style=\"line-height: 1.42857143;\">(250层后收益减半)&nbsp;</span>\n<span style=\"line-height: 1.42857143;\">每第4次攻击，额外造成</span><font color=\"#d9534f\" style=\"line-height: 1.42857143;\">最大生命值x%health_percent_bonus%%%</font><span style=\"line-height: 1.42857143;\">的法术伤害。</span>"
		"npc_dota_hero_earth_spirit"	"梅露兰·普莉兹姆利巴"
		"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit"	"「令人变强的军乐」 友军只获得增益，敌人只获得减益。"
		"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_2"	"「狂躁的幻想乐章」 每层回血加倍"
		"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_3"	"「狂躁的幻想乐章」 每层增加1护甲和2魔抗"
		"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_4"	"管灵「激昂小号曲-第一乐章」  -40秒冷却"
		"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_5"	"管灵「激昂小号曲-第一乐章」  +1倍反伤"
		"DOTA_Tooltip_modifier_merlin03_buff_telent"	"「狂躁的幻想乐章」护甲魔抗增加"
		"DOTA_Tooltip_modifier_merlin03_buff_telent_Description"	"这个单位正处于梅露兰的振奋演奏下，<font color=\"#5cb85c\">护甲和魔抗</font>提高了。"
		"DOTA_Tooltip_modifier_merlin02_debuff_telent"	"小号「令人变弱的军乐」"
		"DOTA_Tooltip_modifier_merlin02_debuff_telent_Description"	"梅露兰改进了自己的乐谱，该单位的<font color=\"#d9534f\">护甲和魔抗</font>减少。"
		"DOTA_Tooltip_modifier_merlin02_debuff"	"小号「令人变强的军乐」"
		"DOTA_Tooltip_modifier_merlin02_debuff_Description"	"该单位受到梅露兰演奏的影响，<font color=\"#d9534f\">护甲和魔抗</font>减少，但获得了<font color=\"#5cb85c\">额外移动速度和攻击力</font>。"

		//2020.07.12 by 小兔子 and 完美
		"npc_dota_hero_phantom_lancer"	"铃仙"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01"	"「月兔一击」"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_Description"	"750范围内对敌方进行冲锋并造成一次伤害和减速，在攻击到敌人或者做出任意指令时速度加成取消。（可以对自身以及队友释放）"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_slow_duration"	"减速持续时间："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_speed"	"冲锋速度："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_damage"	"魔法伤害："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_scepter_increase"	"万宝槌施法距离增加："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_slow_amount"	"%减速："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_Lore"	"迅捷的一击带着无匹的力量，敲碎一切敌人的脑壳。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02"	"「月之羽衣」"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02_Description"	"持续时间内转移所有伤害，折射%reflect_percent%%%伤害"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02_Lore"	"仿造辉夜姬天之羽衣的作品，尽管只能维持一瞬，仍能绽放其芳华。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02_Note0"	"折射伤害为税后伤害，伤害为来源类型。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_default_buff_duration"	"冲锋速度持续时间："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02_reflect_percent"	"%反射比例："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02_reduction"	"%伤害减免："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_02_radius"	"折射范围："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03"	"捣符「愚者的反抗」"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03_Description"	"每过一段时间的下次一次攻击，造成额外纯粹伤害并回复生命值，每次攻击敌人或被敌人攻击，都将减少一秒所需时间。（获得天赋时，攻击人，被攻击以及时间流逝计数都会变为双倍）"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03_cooldown"	"冷却时间："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03_damage"	"反击伤害："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03_agility_bonus"	"敏捷加成："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03_Lore"	"勤练带来力量，自律已有成果。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03_Note0"	"冷却完毕时即刻攻击，额外攻击不会触发分裂。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate"	"赎罪 「荣华之孽」"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_Description"	"激活后%delay_duration%秒对350内单位进行嘲讽，并且增加攻速移速，每次攻击英雄，增加持续时间。（嘲讽时间不增加）获得万宝槌以后，技能变为强驱散。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_Lore"	"面对内心中最深沉的罪恶吧！"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_berserker_call_duration"	"嘲讽持续时间："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_attack_speed"	"攻击速度增加："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_movement_speed"	"%移动速度增加："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_radius"	"嘲讽范围："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_duration"	"初始buff持续时间："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_ultimate_duration_increase_by"	"每次攻击持续时间增加："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_ultimate_limit"	"最高持续时间："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_Note1"	""
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_04"	"「月面防卫兵器」"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_04_Description"	"攻击附带650范围分裂。于每5级获得升级，初始一级，满级4级。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_04_Lore"	"月都制式兵器，高科技的应用之下，每次挥舞都会带来腥风血雨。"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_04_cleave_range"	"溅射范围："
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_04_cleave_damage"	"%溅射伤害："
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability3_multiplier_value"	""
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability3_multiplier"	"「愚者的反抗」双倍计数"
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability2_add_const"	"「月之羽衣」持续时间+1"
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability4_cooldown_reduce"	"「荣华之孽」cd-30s"
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability4_reduce_attacktime"	"「荣华之孽」持续时间内攻击间隔变为1.0"
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability2_add_const_value"	""
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability4_cooldown_reduce_value"	""
		"DOTA_Tooltip_ability_special_bonus_unique_Reisen_2_ability4_reduce_attacktime_value"	""
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_03_Note1"	"攻击防御塔时，可以造成一次纯粹伤害，"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_01_Note0"	"减速效果可以被驱散，加速效果不可驱散，（对自身使用时，移速加成持续时间缩短到1秒。）"
		"DOTA_Tooltip_ability_ability_thdots_reisen_2_ultimate_Note0"	"自身buff以及嘲讽效果都不可驱散"
